name	Email Address	Website	Description	Address	Phone	Fax	800 Number	TDD
We Are R.A.R.E.	tricia.dennis@wearerare.org	http://www.WeAreRARE.org	We Are R.A.R.E is a 501(c )(3) organization of parent volunteers promoting awareness, research, and education of rare neurological disorders. Currently this includes, but is not limited to Schizencephaly, DiGeorge Syndrome, Microcephaly and Lissencephaly. We Are R.A.R.E also helps families offset medical costs not covered by insurance. Schizencephaly is a rare disorder that causes clefts in the cerebral hemisphere of the brain. Babies born with Schizencephaly may have developmental delays, impairment of language skills and paralysis of one side of the body. DiGeorge Syndrome is also known as 22q11.2 deletion syndrome, wherein a small piece of chromosome 22 is missing. The symptoms are extremely variable, but can include congenital heart disease, immune system deficiency, endocrine abnormalities, and feeding difficulties. Microcephaly is a medical condition in which the circumference of the head is smaller than normal because the brain has not developed properly or has stopped growing. It can be associated with many rare disorders. Lissencephaly is caused by a lack of development of the ridges of the brain, making the surface appear unusually smooth. This disease causes the head to be smaller, and also causes a host of developmental delays, intellectual impairment, and feeding difficulties.	4208 Chateau Rd.Orlando, FL 32808 USA	407-617-4111	NA	NA	NA
Focus On Rhabdo	info@focusonrhabdo.org	http://www.FocusOnRhabdo.org	Focus on Rhabdo is a collaborative advocacy group of community members, researchers, and clinicians working together toward a cure of rhabdomyosarcoma. Their missions is treefold	100 Middlesex Blvd. 08536Ste 212Plainsboro, NJ 8536 	8185546480	6097994321	NA	NA
Rare Trait Hope Fund	agu@raretrait.com	http://www.raretrait.com	Rare Trait Hope Fund mission is to fund treatment and cure and to support development of treatment and cure for Aspartylglucosaminuria (AGU), and to be the resource for doctors, scientists and families worldwide.	406 Sclief DriveBelle Chasse, LA 70037 	5043552524	NA	NA	NA
MPN Education Foundation	r.niblack@cox.net or ian.sweet@homemail.com.au	http://www.mpninfo.org	The Myeloproliferative Neoplasms Education Foundation (MPNEF) was founded in 2004 as a 501c3 organization run by MPN volunteers. It is focused in bringing education, information and support to MPN patients all over the world. This is achieved through MPN-NET, an un-moderated discussion list that addresses patient experiences, psychosocial issues, new research, clinical trials, current treatment practices and alternatives. They also provide educational videos about MPN, a newsletter, and they host a biannual patient conference in conjunction with the Mayo Clinic. MPN is a related group of hematological malignancies in which bone marrow cells responsible for producing red blood in the body malfunction. MPN's can also progress to an agressive blood cancer. Specific MPN conditions include Chronic Myelogenous Leukemia (CML), Essential Thrombocythemia (ET), Myelofibrosis (MF), and Polycythemia Vera (PV).	P O Box 4758Scottsdale, AZ 85261 	4804431975	4804431154	NA	NA
Pediatric Arachnoid Cyst Foundation	pediatriccyst@gmail.com	http://www.pediatriccyst.org	The Pediatric Arachnoid Cyst Foundation's mission is to bring awareness, support, and continuing research to the medical community. They also aim to support families and patients who have been impacted with a pediatric Arachnoid Cyst diagnosis. Arachnoid cysts are fluid-filled sacs on the arachnoid sacs that cover the brain. In childhood, they can impair vision and coordination. In many cases arachnoid cysts do not cause symptoms (asymptomatic). In cases in which the symptoms occur, headaches, seizures and abnormal accumulation of excessive cerebrospinal fluid in the brain (hydrocephalus) are common.	1007 Goose Cross Ct.Bel Air, MD 21014 USA	410-714-3022	NA	NA	NA
Lymphatic Malformation Institute	mdellinger@lmiresearch.org	http://www.lmiresearch.org	The Lymphatic Malformation Institute (LMI) was founded in 2010 and is focused on advancing the understanding of the lymphatic system, specifically, advancing the understanding of rare lymphatic malformations, lymphangiomatosis and Gorham’s disease. Gorham’s disease (GD) is a rare bone disorder that is characterized by bone loss (osteolysis) often associated with swelling or abnormal blood vessel growth (angiomatous proliferation). Bone loss can occur in just one bone or spread to soft tissue and adjacent bones. Lymphangiomatosis is a condition wherein cysts are formed due to the number and size of abnormally connected lymphatic channels. It can affect the cardiothoracic, abdominal, or skeletal systems. Symptoms vary depending on the system involved but ultimately, it causes restrictive compression of vital organ structures. The goal of the LMI is to find cures and treatments for these life-threatening disorders by identifying, organizing and funding research studies The LMI has established a grant program that awards seed money to researchers.	7475 Wisconsin AveSuite 600Bethesda, MD 20814 	NA	NA	NA	NA
Pseudohypoaldosteronism Foundation	NA	http://www.facebook.com/#!/Pseudohypoaldosteronism.PHA	The Psedohypoaldosteronism (PHA) Foundation is a group of patients and parents who support families with pseudohypoaldosteronism. This online group offers advice and support for those who have a possible diagnosis of PHA, new diagnosis of PHA or have been diagnosed with PHA long-term. The PHA Foundation has experience with PHA type 1 and type 2, as well as type 1 dominant and recessive. This online community also runs a closed group that is only open to patients and parents affected by PHA. This group serves the international PHA community and offers support in several languages. Pseudohypoaldosteronism (PHA) has a type 1 and type 2 genetic distinction. PHA1 is a disease that affects the regulation of sodium levels in the body. Renal PHA1 is characterized by loss of sodium in the kidneys and is not as severe. However, systemic PHA1 causes sodium loss in other organs and can cause severe deyhyration and failure to thrive. PHA2 is caused by loss of both sodium and potassium in the kidneys and other organs. Symptoms include highly acidic blood, nausea, vomiting, and muscle weakness.	NA	NA	NA	NA	NA
UKD Foundation	http://www.ukdcure.org/contact	http://www.ukdcure.org	NA	425 Madison Ave.9th FloorNew York, NY 10017 	828-738-5301	NA	NA	NA
Health Agency of Canada	NA	NA	NA	130 Colonnade RoadA.L. 6501H K1A 0K9 Canada	613-957-2991	613-941-5366	866-225-0709	NA
Genetic and Rare Disorders Organisation	info@grdo.ie	http://www.grdo.ie	The Genetic and Rare Disorders Organisation (GRDO) is a non-governmental, voluntary organization acting as a national alliance for voluntary groups in Ireland that represent the concerns and interests of individuals and families living with rare diseases. Its mission is to provide a strong voice for voluntary groups in order to achieve better support and services for those affected by genetic or rare disorders in Ireland.	75 Lucan RoadChapelizod Dublin 20 	00 353 1 6269774	NA	NA	NA
International Foundation for Autoimmune Arthritis	info@IFAutoimmuneArthritis.org	http://www.IFAutoimmuneArthritis.org	The International Foundation for Autoimmune Arthritis, formerly known as the International Autoimmune Arthritis Movement, is a 501(c)(3) organization, committed to eliminating the adversity caused by autoimmune arthritis by uniting resources that will raise global awareness, providing wellness education and support, and promoting patient-centered research that will improve the quality of life for those affected by these diseases. The term "autoimmune arthritis" refers to a group of conditions in which the primary joint disorder has an autoimmune component. Due to the inflammatory nature of these conditions, they also may affect the connective tissues, soft tissues and organs.	525 Clara Avenue 101St. Louis, MO 63112 	8776094226	8776094226	8776094226	NA
Brittle Diabetes Foundation Inc.	info@bdtype1.com	http://www.bdtype1.com	The Brittle Diabetes Foundation (BDF) is a 501(c)(3) organization, dedicated to raising awareness of brittle diabetes (BD) as a rare disease, distinct and different from stable type1 diabetes. Through their informational and interactive website they provide informaton and support to people afflicted with BD. A series of motivational and educational videos are provided on the website. Individuals may share their experiences via their website and learn about BD	P.O. Box 302East Norwich, NY 11732 	9173553486	NA	NA	NA
WonderBaby.org	help@wonderbaby.org	http://www.wonderbaby.org	NA	175 N Beacon StWatertown, MA 2472 	6179231241	NA	NA	NA
Association for Creatine Deficiencies	info@creatineinfo.org	https://creatineinfo.org/	The Association for Creatine Deficiencies is committed to providing patient, family and public education to advocate for early intervention through newborn screening, and to promote and fund medical research for treatments and cures for Creatine Deficiency Syndromes.	1024 Bayside Dr. Suite 532Newport Beach, CA 92660 	714.318.3184	NA	NA	NA
Epidermoid Brain Tumor Society	lindafrevert@yahoo.com	http://www.epidermoidbraintumorsociety.org	The Epidermoid Brain Tumor Society (EBTS) is a 501(c)(3) organization that provides educational information and support to patients who seek treatment for an epidermoid brain tumor. These types of tumors are rare, benign, and slow-growing. They can occur in any part of the brain, but generally are found in the lower cranial base, which is an anatomically challenging region for surgical removal. Epidermoid brain tumors may also be referred to as epidermoid cysts.	12573 Wedd St.Overland Park, KS 66213 	913-261-9662	NA	NA	NA
Cortical Foundation	info@cortfoundation.org	http://cortfoundation.org/cms/	The Cortical Foundation is a 501(c)(3) organization, dedicated to providing services to educate, advocate, support and improve awareness of cortical conditions. They also provide guidance in finding genetic counselling and testing centers. Cortical conditions are characterized by the presence of structural abnormalities in the cortex.	PO Box 340894Austin, TX 78734 	(512) 256-3855	NA	NA	NA
PMG Awareness Organization, Inc.	information@pmgawareness.org	http://pmgawareness.org/	The PMG Awareness Organization is a 501(c)(3) international organization of families, caregivers, and medical professionals dedicated to individuals and families affected by polymicrogyria. Our mission is to promote awareness, diagnosis, and the treatment of polymicrogyria through education, research, advocacy, and support for individuals with polymicrogyria, their families, and other concerned parties. Polymicrogyria is a condition characterized by abnormal development of the brain before birth. The surface of the brain normally has many ridges or folds, called gyri. In people with polymicrogyria, the brain develops too many folds, and the folds are unusually small. This may result in recurrent seizures (epilepsy), delayed development, crossed eyes, problems with speech and swallowing, and muscle weakness or paralysis, and/or intellectual disability.	P.O. Box 37301Jacksonville, FL 32236 USA	(612) 440-7642	NA	NA	NA
Little Miss Hannah Foundation	info@littlemisshannah.org	http://littlemisshannah.org/	The Little Miss Hannah Foundations’s mission is to help enhance the quality of life for young children in southern Nevada who are diagnosed with life-limiting, rare diseases, undiagnosed complex medical needs, and children who have been placed in hospice or palliative care. They accomplish this through small individual financial grants to families, and by helping to find the resources families need to help manage their child’s care. They also provide a networking program that helps families to share experiences and references, vent their frustrations, and decrease the sense of isolation one can feel with a child having a rare and life-threatening condition.	10624 South Eastern Avenue#A847Henderson, NV 89052 USA	702-608-2488	702-541-9957	NA	NA
